Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;Industry;Summary Quote
VIP;VimpelCom Ltd.;4.1;5494111909.5;1340027295;;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/vip
INCY;Incyte Corporation;139.64;28461493502.88;;;Health Care;Biotechnology: Commercial Physical & Biological Resarch;http://www.nasdaq.com/symbol/incy
WYIGU;JM Global Holding Company;10.61;69628125.0;;2015;Finance;Business Services;http://www.nasdaq.com/symbol/wyigu
KLREW;KLR Energy Acquisition Corp.;1.11;0.0;;2016;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/klrew
ONS;Oncobiologics, Inc.;2.79;66667130.910000004;;2016;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/ons
PSCH;PowerShares S&P SmallCap Health Care Portfolio;78.67;192741500.0;;;;;http://www.nasdaq.com/symbol/psch
SUNW;Sunworks, Inc.;1.34;27944254.14;;;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/sunw
VONG;Vanguard Russell 1000 Growth ETF;115.65;1113329127.15;;;;;http://www.nasdaq.com/symbol/vong
CARZ;First Trust NASDAQ Global Auto Index Fund;36.4095;20025297.819;;;;;http://www.nasdaq.com/symbol/carz
VDTH;Videocon d2h Limited;11.3;426573870.0;37749900;;Consumer Services;Television Services;http://www.nasdaq.com/symbol/vdth
LRCX;Lam Research Corporation;127.47;20757709511.070004;;1984;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/lrcx
NATI;National Instruments Corporation;32.03;4148821973.5899997;;1995;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/nati
BLVD;Boulevard Acquisition Corp. II;10.0;462500000.0;;2015;Finance;Business Services;http://www.nasdaq.com/symbol/blvd
OCUL;Ocular Therapeutix, Inc.;9.27;266576184.89999998;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ocul
RTIX;RTI Surgical, Inc.;3.75;219233988.75000003;;2000;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/rtix
EXA;Exa Corporation;12.92;192429536.84;;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/exa
FISV;Fiserv, Inc.;115.94;24876544363.0;;1986;Technology;EDP Services;http://www.nasdaq.com/symbol/fisv
MTCH;Match Group, Inc.;15.88;4064781701.4800005;;2015;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/mtch
ORBC;ORBCOMM Inc.;9.15;653505828.3;;2006;Consumer Services;Telecommunications Equipment;http://www.nasdaq.com/symbol/orbc
SWIR;Sierra Wireless, Inc.;29.7;953281909.8000001;;;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/swir
USAT;USA Technologies, Inc.;4.05;163327083.75;;;Miscellaneous;Office Equipment/Supplies/Services;http://www.nasdaq.com/symbol/usat
HYND;WisdomTree Negative Duration High Yield Bond Fund;21.0;16800000.0;;;;;http://www.nasdaq.com/symbol/hynd
DGRS;WisdomTree U.S. SmallCap Quality Dividend Growth Fund;32.33;100223000.0;;;;;http://www.nasdaq.com/symbol/dgrs
FIXD;First Trust TCW Opportunistic Fixed Income ETF;50.1232;50123300.2464;;;;;http://www.nasdaq.com/symbol/fixd
INSY;Insys Therapeutics, Inc.;10.61;761481482.48;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/insy
DFVS;iPath US Treasury 5-year Bear Exchange Traded Note;30.8523;2437331.7;;;Finance;Commercial Banks;http://www.nasdaq.com/symbol/dfvs
DGICA;Donegal Group, Inc.;17.03;461894523.09;;;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/dgica
PAACR;Pacific Special Acquisition Corp.;0.49;0.0;;2015;Finance;Business Services;http://www.nasdaq.com/symbol/paacr
VTIP;Vanguard Short-Term Inflation-Protected Securities Index Fund;49.38;3327807627.18;;;;;http://www.nasdaq.com/symbol/vtip
PHMD;PhotoMedex, Inc.;1.78;7864513.48;;;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/phmd
SPNE;SeaSpine Holdings Corporation;7.32;84968751.96;;;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/spne
FTXD;First Trust Nasdaq Retail ETF;19.6488;1964919.2976;;;;;http://www.nasdaq.com/symbol/ftxd
FUSB;First US Bancshares, Inc.;11.93;72239645.49;;;Finance;Major Banks;http://www.nasdaq.com/symbol/fusb
THLD;Threshold Pharmaceuticals, Inc.;0.5678000000000001;40649831.9892;;2005;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/thld
WBA;Walgreens Boots Alliance, Inc.;82.97;89558616835.16;;;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/wba
WASH;Washington Trust Bancorp, Inc.;49.85;856974839.5;;;Finance;Major Banks;http://www.nasdaq.com/symbol/wash
FANG;Diamondback Energy, Inc.;99.73;8990054537.820002;;2012;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/fang
PCTI;PC-Tel, Inc.;5.52;95675963.04;;1999;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/pcti
BPOPM;Popular, Inc.;22.4576;0.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/bpopm
SNHNI;Senior Housing Properties Trust;24.39;0.0;;;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/snhni
FWP;Forward Pharma A/S;27.75;318688908.75;11484285;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/fwp
GIGM;GigaMedia Limited;2.95;32604093.25;;;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/gigm
BSPM;Biostar Pharmaceuticals, Inc.;2.23;5880918.09;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/bspm
NOVN;Novan, Inc.;6.03;96296042.79;;2016;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/novn
WHLRP;Wheeler Real Estate Investment Trust, Inc.;23.896;17205120.0;;;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/whlrp
PENN;Penn National Gaming, Inc.;17.68;1606846923.76;;1994;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/penn
CSWC;Capital Southwest Corporation;16.2;258649605.0;;;;;http://www.nasdaq.com/symbol/cswc
LIND;Lindblad Expeditions Holdings Inc.;8.94;404303158.98;;2013;Consumer Services;Transportation Services;http://www.nasdaq.com/symbol/lind
MDWD;MediWound Ltd.;6.4;140354873.6;;2014;Consumer Durables;Specialty Chemicals;http://www.nasdaq.com/symbol/mdwd
OMCL;Omnicell, Inc.;39.85;1472601478.0500002;;2001;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/omcl
SMIT;Schmitt Industries, Inc.;1.5379;4607409.989;;;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/smit
CNSL;Consolidated Communications Holdings, Inc.;23.24;1176079814.56;;2005;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/cnsl
UBCP;United Bancorp, Inc.;12.4686;64937104.6986;;;Finance;Major Banks;http://www.nasdaq.com/symbol/ubcp
ARRY;Array BioPharma Inc.;9.46;1598808537.7;;2000;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/arry
CYCCP;Cyclacel Pharmaceuticals, Inc.;6.3741;2137063.6293;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cyccp
FULT;Fulton Financial Corporation;17.45;3037992650.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/fult
RFIL;RF Industries, Ltd.;1.55;13694998.65;;;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/rfil
KPTI;Karyopharm Therapeutics Inc.;10.48;439124628.40000004;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/kpti
NCMI;National CineMedia, Inc.;12.54;788339614.9200001;;2007;Consumer Services;Advertising;http://www.nasdaq.com/symbol/ncmi
RARX;Ra Pharmaceuticals, Inc.;22.1;498270246.5;;2016;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/rarx
TKAI;Tokai Pharmaceuticals, Inc.;0.8258000000000001;18697475.395800002;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/tkai
WAFD;Washington Federal, Inc.;32.1;2866758969.3;;;Finance;Major Banks;http://www.nasdaq.com/symbol/wafd
BGNE;BeiGene, Ltd.;36.3;671332962.3;18494021;2016;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/bgne
FEMB;First Trust Emerging Markets Local Currency Bond ETF;42.95;25770085.900000002;;;;;http://www.nasdaq.com/symbol/femb
QQXT;First Trust NASDAQ-100 Ex-Technology Sector Index Fund;44.23;97306088.46000001;;;;;http://www.nasdaq.com/symbol/qqxt
HBCP;Home Bancorp, Inc.;33.44;246286803.84;;;Finance;Banks;http://www.nasdaq.com/symbol/hbcp
FORM;FormFactor, Inc.;11.55;827582355.6;;2003;Technology;Semiconductors;http://www.nasdaq.com/symbol/form
TINY;Harris & Harris Group, Inc.;1.31;40484513.79000001;;;Finance;Finance/Investors Services;http://www.nasdaq.com/symbol/tiny
CEVA;CEVA, Inc.;34.55;742167720.8000001;;;Technology;Semiconductors;http://www.nasdaq.com/symbol/ceva
ELTK;Eltek Ltd.;0.784;7951925.408;;1997;Technology;Electrical Products;http://www.nasdaq.com/symbol/eltk
CENTA;Central Garden & Pet Company;33.87;1738524068.4;;;Consumer Durables;Consumer Specialties;http://www.nasdaq.com/symbol/centa
GRVY;GRAVITY Co., Ltd.;19.0;31102278.0;1636962;2005;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/grvy
IFGL;iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund;27.48;494639999.99999994;;;;;http://www.nasdaq.com/symbol/ifgl
NEO;NeoGenomics, Inc.;7.65;602995399.2;;;Health Care;Precision Instruments;http://www.nasdaq.com/symbol/neo
ANCX;Access National Corporation;28.44;306204322.32;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/ancx
AFAM;Almost Family Inc;47.9;664866322.0999999;;;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/afam
NXST;Nexstar Media Group, Inc.;69.8;3288077604.2000003;;2003;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/nxst
BABY;Natus Medical Incorporated;39.5;1298234768.5;;2001;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/baby
PBCT;"People&#39;s United Financial, Inc.";18.04;5717478572.08;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/pbct
AKAM;Akamai Technologies, Inc.;63.63;11020138366.859999;;1999;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/akam
COWN;Cowen Group, Inc.;13.2;353109952.8;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/cown
SSKN;Strata Skin Sciences, Inc.;0.61;6654788.9;;;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/sskn
BNDX;Vanguard Total International Bond ETF;54.02;6655149369.56;;;;;http://www.nasdaq.com/symbol/bndx
WCFB;WCF Bancorp, Inc.;10.0;25632240.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/wcfb
DYSL;Dynasil Corporation of America;1.23;20861204.67;;;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/dysl
PDCO;Patterson Companies, Inc.;44.48;4320520320.0;;1992;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/pdco
MARPS;Marine Petroleum Trust;4.25;8500000.0;;;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/marps
CHNR;China Natural Resources, Inc.;2.13;53060251.08;;;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/chnr
CNXN;PC Connection, Inc.;28.64;765237458.4000001;;;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/cnxn
ICLN;iShares S&P Global Clean Energy Index Fund;8.5;79900000.0;;;;;http://www.nasdaq.com/symbol/icln
SBFG;SB Financial Group, Inc.;16.62;80982080.16;;;Finance;Major Banks;http://www.nasdaq.com/symbol/sbfg
SPHS;Sophiris Bio, Inc.;2.87;86408938.28;;2013;;;http://www.nasdaq.com/symbol/sphs
PVTB;PrivateBancorp, Inc.;55.51;4442279952.11;;1999;Finance;Major Banks;http://www.nasdaq.com/symbol/pvtb
TOUR;Tuniu Corporation;8.72;278264521.67999995;31911069;2014;Consumer Services;Transportation Services;http://www.nasdaq.com/symbol/tour
XELB;Xcel Brands, Inc;2.3;42965288.0;;;Miscellaneous;Multi-Sector Companies;http://www.nasdaq.com/symbol/xelb
FORD;Forward Industries, Inc.;1.1223;9854725.509;;;Consumer Non-Durables;Plastic Products;http://www.nasdaq.com/symbol/ford
SLMAP;SLM Corporation;51.345;169438500.0;;;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/slmap
CVTI;Covenant Transportation Group, Inc.;17.89;326533468.1;;1994;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/cvti
FEMS;First Trust Emerging Markets Small Cap AlphaDEX Fund;36.67;144846573.34;;;;;http://www.nasdaq.com/symbol/fems
ITEQ;BlueStar TA-BIGITech Israel Technology ETF;28.26;0.0;;;;;http://www.nasdaq.com/symbol/iteq
CSGP;CoStar Group, Inc.;207.74;6772260847.04;;1998;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/csgp
USLB;PowerShares Russell 1000 Low Beta Equal Weight Portfolio;28.16;161920028.16;;;;;http://www.nasdaq.com/symbol/uslb
TESO;Tesco Corporation;7.6;355063518.4;;;Energy;Metal Fabrications;http://www.nasdaq.com/symbol/teso
GT;The Goodyear Tire & Rubber Company;35.94;9054383463.84;;;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/gt
IRCP;IRSA Propiedades Comerciales S.A.;43.9;81513476.10000001;1856799;;Consumer Services;Building operators;http://www.nasdaq.com/symbol/ircp
MSDIW;Monster Digital, Inc.;0.16;0.0;;2016;Technology;Electronic Components;http://www.nasdaq.com/symbol/msdiw
JYNT;The Joint Corp.;3.37;43993769.470000006;;2014;Miscellaneous;Multi-Sector Companies;http://www.nasdaq.com/symbol/jynt
GROW;U.S. Global Investors, Inc.;1.589999999999999;24172347.06;;;Finance;Investment Managers;http://www.nasdaq.com/symbol/grow
BDSI;BioDelivery Sciences International, Inc.;1.75;95894088.5;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/bdsi
BOXL;Boxlight Corporation;;0.0;;;;;http://www.nasdaq.com/symbol/boxl
CHSCM;CHS Inc;27.46;521739999.99999994;;;Consumer Services;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/chscm
XCRA;Xcerra Corporation;8.85;480218160.15000004;;;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/xcra
AHGP;Alliance Holdings GP, L.P.;26.14;1564818820.0000002;;2006;Energy;Coal Mining;http://www.nasdaq.com/symbol/ahgp
AVXL;Anavex Life Sciences Corp.;6.01;248670126.60999998;;;Health Care;Biotechnology: Commercial Physical & Biological Resarch;http://www.nasdaq.com/symbol/avxl
BBC;BioShares Biotechnology Clinical Trials Fund;22.97;24118591.880000003;;;;;http://www.nasdaq.com/symbol/bbc
GHDX;Genomic Health, Inc.;31.56;1075144736.3999999;;2005;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/ghdx
INWK;InnerWorkings, Inc.;9.47;521938841.66;;2006;Consumer Durables;Containers/Packaging;http://www.nasdaq.com/symbol/inwk
BECN;Beacon Roofing Supply, Inc.;48.25;2898704538.5;;2004;Consumer Services;RETAIL: Building Materials;http://www.nasdaq.com/symbol/becn
IRMD;iRadimed Corporation;8.6;92355916.0;;2014;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/irmd
SPKEP;Spark Energy, Inc.;25.68;0.0;;;;;http://www.nasdaq.com/symbol/spkep
SPEX;Spherix Incorporated;1.06;5110214.42;;;Miscellaneous;Multi-Sector Companies;http://www.nasdaq.com/symbol/spex
ZIV;VelocityShares Daily Inverse VIX Medium Term ETN;57.58;87118540.0;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/ziv
SCLN;SciClone Pharmaceuticals, Inc.;9.75;502181501.25;;1992;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/scln
PCLN;The Priceline Group Inc.;1753.11;86201149746.87001;;1999;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/pcln
TRMK;Trustmark Corporation;31.06;2120944120.2199998;;;Finance;Major Banks;http://www.nasdaq.com/symbol/trmk
RARE;Ultragenyx Pharmaceutical Inc.;70.32;2934224075.52;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/rare
BSFT;BroadSoft, Inc.;41.75;1274772414.25;;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/bsft
CLSN;Celsion Corporation;0.273;9028562.361;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/clsn
PFPT;Proofpoint, Inc.;73.37;3176657088.1099997;;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/pfpt
CGIX;Cancer Genetics, Inc.;3.9;73661616.60000001;;;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/cgix
TNXP;Tonix Pharmaceuticals Holding Corp.;3.99;1564080.0;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/tnxp
VRTX;Vertex Pharmaceuticals Incorporated;89.98;22354462667.46;;1991;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/vrtx
ALNY;Alnylam Pharmaceuticals, Inc.;52.47;4515177718.26;;2004;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/alny
DNKN;"Dunkin&#39; Brands Group, Inc.";55.98;5146649830.08;;2011;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/dnkn
EXAC;Exactech, Inc.;26.8;383154454.4;;1996;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/exac
WYNN;Wynn Resorts, Limited;111.92;11442090500.240002;;2002;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/wynn
MDCO;The Medicines Company;50.69;3618271411.5099998;;2000;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/mdco
MATR;Mattersight Corporation;3.5;113990145.5;;;Technology;EDP Services;http://www.nasdaq.com/symbol/matr
RRR;Red Rock Resorts, Inc.;21.43;2482640384.04;;2016;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/rrr
BPFHW;Boston Private Financial Holdings, Inc.;10.25;0.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/bpfhw
BBRX;Braeburn Pharmaceuticals, Inc.;;0.0;;;;;http://www.nasdaq.com/symbol/bbrx
NSIT;Insight Enterprises, Inc.;41.2;1461983400.8;;1995;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/nsit
NTIC;Northern Technologies International Corporation;16.7;75566999.0;;;Capital Goods;Industrial Specialties;http://www.nasdaq.com/symbol/ntic
RBCAA;Republic Bancorp, Inc.;33.38;696104016.5;;1998;Finance;Major Banks;http://www.nasdaq.com/symbol/rbcaa
TCCO;Technical Communications Corporation;2.4;4415704.8;;;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/tcco
TACT;TransAct Technologies Incorporated;8.15;59873640.85;;1996;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/tact
AVEO;AVEO Pharmaceuticals, Inc.;0.67;50828173.82;;2010;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/aveo
CWAY;Coastway Bancorp, Inc.;17.5;77145967.5;;2014;Finance;Savings Institutions;http://www.nasdaq.com/symbol/cway
FNTE;FinTech Acquisition Corp. II;;0.0;;2017;Finance;Business Services;http://www.nasdaq.com/symbol/fnte
DTUL;iPath US Treasury 2-year Bull ETN;62.45;3680365.85;;;Finance;Commercial Banks;http://www.nasdaq.com/symbol/dtul
MMAC;MMA Capital Management, LLC;23.1999;137366747.0994;;;Finance;Real Estate;http://www.nasdaq.com/symbol/mmac
PMD;Psychemedics Corporation;19.06;104071793.2;;;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/pmd
CLBS;Caladrius Biosciences, Inc.;4.4;36556361.6;;;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/clbs
DSLV;VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver;22.59;19516314.240000002;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/dslv
YNDX;Yandex N.V.;22.41;7211504586.690001;;2011;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/yndx
FTSM;First Trust Enhanced Short Maturity ETF;59.97;656654948.28;;;;;http://www.nasdaq.com/symbol/ftsm
OGXI;OncoGenex Pharmaceuticals Inc.;0.5;15043053.0;;;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/ogxi
SAGE;Sage Therapeutics, Inc.;62.49;2329013548.2;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/sage
LSXMB;Liberty Media Corporation;40.67;0.0;;;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/lsxmb
FTXH;First Trust Nasdaq Pharmaceuticals ETF;19.7992;1979959.5984;;;;;http://www.nasdaq.com/symbol/ftxh
FFHL;Fuwei Films (Holdings) Co., Ltd.;3.03;2473710.18;;2006;Capital Goods;Specialty Chemicals;http://www.nasdaq.com/symbol/ffhl
SMBC;Southern Missouri Bancorp, Inc.;33.04;246149354.64;;;Finance;Banks;http://www.nasdaq.com/symbol/smbc
VCIT;Vanguard Intermediate-Term Corporate Bond ETF;86.15;12932108137.2;;;;;http://www.nasdaq.com/symbol/vcit
